room_id,escaper_id,roomrun_id,room_name_splitted,company_name_splitted,location,keywords,hashtag,min_players,max_players,website,phone,phone_2,address,latitude,longitude,waze_link,moovit_link,region_splitted,is_closed_on_weekends,is_double,is_performance,is_vr,soldier_discount,soldier_discount_weekend,student_discount,student_discount_weekend,children_discount,children_discount_weekend,is_gift_card,escape_card,birthday_discount,is_actor,is_linear,is_parallel,is_beginner,is_for_children,is_for_religious,is_scary,is_for_disabled,is_for_hearing_impaired,is_for_pregnant,is_credit_card_accepted,arseny_did,sharona_did,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,weekend_price_1,weekend_price_2,weekend_price_3, weekend_price_4,weekend_price_5,weekend_price_6,weekend_price_7,weekend_price_8,weekend_price_9,weekend_price_10,weekend_price_11,weekend_price_12
308,,once-upon-a-time,האגדה מספרת,Rubix | רוביקס,אילת,,#חדרבריחה_האגדהמספרתאילת,2,8,https://www.escapeit.co.il/magichotel/,054-4907495,04-8889850,"תרשיש 5, אילת",29.551222,34.957017,http://tinyurl.com/y8ruzjoy,http://tinyurl.com/yc5po3h9,דרום | הדרום,,,,,,,,,,20,20,,,,,,1,1,,0,,,,,,,,100,100,100,100,100,100,100,,,,,,100,100,100,100,100,100,100,,,,
345,292,subway6,סאבווי 6 | subway 6 | סבווי 6,escapers,כפר סבא,,https://www.escapeit.co.il/spyeilat/,2,6,http://www.escapers.co.il/6,052-5514957,,"קניון הצומת - הצומת 1, כפר סבא ",32.174676,34.891240,http://tinyurl.com/lugsed5,http://tinyurl.com/l772xga,שרון | השרון | כפ״ס,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,120,110,100,90,85,,,,,,,,120,110,100,90,85,,,,,,
309,289,,מוזיאון נטוש | מוזאון נטוש | המוזיאון הנטוש,אקזיט רום | exit room,חיפה,,#חדרבריחה_מוזיאוןנטוש,3,8,http://exitroom.co.il/rooms/%D7%9E%D7%95%D7%96%D7%99%D7%90%D7%95%D7%9F-%D7%94%D7%9C%D7%99%D7%9C%D7%94-2-2-2-2-2-2/,053-6224799,,"הסתדרות 32, חיפה",32.790013,35.033130,http://tinyurl.com/k4glzrl,http://tinyurl.com/mex9lsy,צפון | הצפון,,0,1,0,10,10,,,10,10,1,,,0,,,,0,0,,,,,1,,,,120,100,88,80,78,77,,,,,,,120,100,88,80,78,77,,,,,
310,279,,סוד הקקאו,sod hakakao,לוטם,,#חדרבריחהסודהקקאו,2,6,https://www.sod-hacacao.co.il/blank-1,054-8154416,,קיבוץ לוטם,32.880858,35.359960,http://tinyurl.com/lf8hhd4,http://tinyurl.com/lxvcckv,צפון | הצפון | גליל | הגליל,,1,0,0,10,10,10,10,,,,,,0,,,1,1,1,0,,,,1,,,,90,83,77.5,72,69,,,,,,,,110,97,88,80,75,,,,,,
311,280,,האלמנט החמישי,no escape,בת ים,,#חדרבריחה_האלמנטהחמישי,2,5,http://www.noescape.co.il/the-fifth-element,052-5485548,,"אהוד קינמון 29, בת ים",32.010716,34.749985,http://tinyurl.com/hbqu3jd,http://tinyurl.com/mk7sejy,מרכז | המרכז | בת-ים,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,110,100,90,80,,,,,,,,,110,100,90,80,,,,,,,
312,284,,ריגול בין החומות,רוחות המדבר,פתח תקווה,,#חדרבריחה_ריגולביןהחומות,2,6,http://www.escaperooms-israel.co.il/%D7%94%D7%97%D7%93%D7%A8%D7%99%D7%9D-%D7%A9%D7%9C%D7%A0%D7%95/%D7%A8%D7%99%D7%92%D7%95%D7%9C-%D7%91%D7%99%D7%9F-%D7%94%D7%97%D7%95%D7%9E%D7%95%D7%AA/,03-6774724,,"אלכסנדר ינאי 7, פתח תקווה",32.104264,34.896630,http://tinyurl.com/l9lxj6j,http://tinyurl.com/kkk742m,מרכז | המרכז | פ״ת,,0,0,0,10,10,10,10,10,10,,,,0,,,1,1,1,0,,,,1,,,,110,100,90,84,80,,,,,,,,110,100,90,84,80,,,,,,
313,316,,בעקבות התיבה הגנובה,רוחות המדבר,פתח תקווה,,#חדרבריחה_בעקבות התיבההגנובה,2,6,http://www.escaperooms-israel.co.il/%D7%94%D7%97%D7%93%D7%A8%D7%99%D7%9D-%D7%A9%D7%9C%D7%A0%D7%95/%D7%91%D7%A2%D7%A7%D7%91%D7%95%D7%AA-%D7%94%D7%AA%D7%99%D7%91%D7%94-%D7%94%D7%92%D7%A0%D7%95%D7%91%D7%94/,03-6774724,,"אלכסנדר ינאי 7, פתח תקווה",32.104264,34.896630,http://tinyurl.com/l9lxj6j,http://tinyurl.com/kkk742m,מרכז | המרכז | פ״ת,,0,0,0,10,10,10,10,10,10,,,,0,,,1,1,1,0,,,,1,,,,110,100,90,84,80,,,,,,,,110,100,90,84,80,,,,,,
314,293,,הבית המקולל | בית מקולל, אקזיט גיים | exit game,אשדוד,,#חדרבריחה_הביתהמקולל,2,6,http://www.exitgame.co.il/he/Games/11/%D7%94%D7%91%D7%99%D7%AA-%D7%94%D7%9E%D7%A7%D7%95%D7%9C%D7%9C,058-69955775,,"התקשורת 5, אשדוד",31.813890,34.657093,http://tinyurl.com/jl8nwnp,http://tinyurl.com/lwstyxx,דרום | הדרום,,0,,,15,15,10,10,,,1,,,0,,,,,,1,,,,,,,,100,87,78,70,67,,,,,,,,120,100,88,80,75,,,,,,
315,283,,קיוב | cube,the maze,פתח תקווה,,#חדרבריחה_קיוב,3,5,http://www.the-maze.co.il/#rooms,053-3036973,,"נבטים 6, פתח תקווה",32.087952,34.855035,http://tinyurl.com/nyhok82,http://tinyurl.com/kpzq2r9,מרכז | המרכז | פ״ת,,0,0,0,10,10,10,10,,,,,,0,,,,0,,1,0,0,0,1,,,,,120,120,120,,,,,,,,,,120,120,120,,,,,,,
316,285,,restart | ריסטארט | ריסטרט,reality games | the rooms | דה רומס | דה רומז,נס ציונה,,#חדרבריחה_ריסטרט,4,10,http://www.realitygames.co.il/%D7%A1%D7%95%D7%A3-%D7%94%D7%A2%D7%95%D7%9C%D7%9D-2-2/,08-9414145,052-3331313,"האיזמל 2, נס ציונה",31.923205,34.793887,http://tinyurl.com/zqrahto,http://tinyurl.com/lohxehz,שפלה | השפלה | דרום | הדרום,,0,,,10,10,10,,,,1,,,0,,,1,0,,0,,,,1,,,,,,100,90,80,80,80,,,,,,,,100,90,80,80,80,80,,,
317,282,,גלדיאטור | gladiator,xcape,כפר סבא,,#חדרבריחה_גלדיאטור,3,10,http://www.xcape.co.il/adventure/gladiator/,054-6369863,,התעש 24 קומה 2 כפר סבא,32.177020,34.927410,http://tinyurl.com/znkmlsj,http://tinyurl.com/n3hepef,שרון | השרון | כפ״ס,,0,,,,,,,,,,10,50,0,,,,,,,,,,1,,,,120,110,100,90,90,90,90,,,,,,,120,110,100,90,90,90,,,,
318,309,,בית המטבחיים | בית המטבחיים,Time Out | טיים אאוט,פתח תקווה,,#חדרבריחה_ביתמטבחיים,2,6,,050-797-9133,050-9669266,"הסדנה 1, פתח תקווה",32.095668,34.859886,http://tinyurl.com/lb4w4tq,http://tinyurl.com/le6pf68,מרכז | המרכז | פ״ת,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,311,,מיניונים | המיניונים,Time Out | טיים אאוט,פתח תקווה,,#חדרבריחה_המיניונים,2,6,,050-797-9134,050-9669267,"הסדנה 1, פתח תקווה",32.095668,34.859886,http://tinyurl.com/lb4w4tq,http://tinyurl.com/le6pf69,מרכז | המרכז | פ״ת,,,,,,,,,,,,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,310,,יחידת העלית C.I.A | יחידת העילית | CIA | סי איי איי,Time Out | טיים אאוט,פתח תקווה,,,2,6,,050-797-9135,050-9669268,"הסדנה 1, פתח תקווה",32.095668,34.859886,http://tinyurl.com/lb4w4tq,http://tinyurl.com/le6pf70,מרכז | המרכז | פ״ת,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,287,,האויב שבפנים | האוייב שבפנים | Resident Evil,the game,חיפה,,#חדרבריחה_האויבשבפנים,2,6,http://haifa-game.com/?utm_source=escape-bot,052-7527472,,"הנמל 6, חיפה",32.817649,35.002589,http://tinyurl.com/zsdgevv,http://tinyurl.com/kr2jy65,צפון | הצפון,,0,,,,,,,,,,,,0,,,1,,,1,,,,,,,,110,100,95,,,,,,,,,,120,110,105,,,,,,,,
322,294,,טמפל ראן | temple run,cerebrum,חיפה,,#חדרבריחה_טמפלראן,2,6,http://cerebrum.co.il/,054-6200262,,"חורי 2, חיפה",32.815017,34.997344,http://tinyurl.com/l456l9t,http://tinyurl.com/mdvxtfh,צפון | הצפון,,0,0,0,10,10,10,10,,,,,,0,,,1,1,,0,,,,,,,,100,90,85,76,72,,,,,,,,115,103,92.5,82,77,,,,,,
323,,,משרד האוצר: איפה הכסף? | משרד האוצר | איפה הכסף,ESC-Room,גני תקווה,,#חדרבריחה_משרדהאוצר,2,6,https://www.facebook.com/EscapeRoomGTC/?hc_location=ufi,052-4433045,,"רחוב הנגב 9, גני תקווה",32.062287,34.876320,http://tinyurl.com/jvh2kbr,http://tinyurl.com/nx9vaca,גני תקוה | מרכז | המרכז,1,0,0,0,,,,,,,,,,0,,,1,1,,,,,,,,,,80,80,80,80,80,,,,,,,,80,80,80,80,80,,,,,,
324,297,,על טבעי,the quest game,תל אביב,,#חדרבריחה_עלטבעי,2,6,http://www.thequestgame.co.il/GamePage.aspx?l=1&id=1,052-9120150,,"מנחם בגין 90, תל אביב",32.068330,34.786711,http://tinyurl.com/zro3r6e,http://tinyurl.com/lblju9x,מרכז | המרכז | ת״א,,0,,,,,,,,,1,,,0,,,,0,,,,,,,,,,120,100,90,80,77,,,,,,,,120,100,90,80,77,,,,,,
325,295,,התקליט האבוד,escapeland | אסקייפלנד,חיפה,,#חדרבריחה_התקליטהאבוד,2,6,http://escapeland.co.il/%D7%94%D7%AA%D7%A7%D7%9C%D7%99%D7%98-%D7%94%D7%90%D7%91%D7%95%D7%93/,04-8700000,,"המוסכים 2, חיפה",32.791644,35.038306,http://tinyurl.com/mfs4awx,http://tinyurl.com/lqgx8nh,צפון | הצפון,,0,,,10,10,10,10,,,,,,0,,,1,1,,0,,,,,,,,120,110,100,90,85,,,,,,,,120,110,100,90,85,,,,,,
326,296,,הצד האחר,mystic room,תל אביב,,#חדרבריחה_הצדהאחר,2,6,http://mysticroom.co.il/the-other-side,073-7280200,,"יוסף קארו 19, תל אביב",32.070727,34.791319,http://tinyurl.com/jqrc92o,http://tinyurl.com/mu38xa6,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,10,10,0,,,1,0,,1,,,,1,,,,100,90,80,76,73,,,,,,,,120,110,100,94,90,,,,,,
327,300,,טרויה,escape room troy,חוקוק,,#חדרבריחה_טרויה,2,6,http://www.escapetroy.co.il/,050-5757550,,מצודת חוקוק,32.880398,35.496472,http://tinyurl.com/ycw8yfsv,http://tinyurl.com/yc7ofyco,צפון | הצפון | גליל | הגליל | כינרת | הכינרת,,0,,,,,,,,,,,,0,,,,,,,0,0,0,,,,,100,100,95,85,75,,,,,,,,120,114,105,88,82,,,,,,
328,,,החיסול בדובאי | חיסול בדובאי,one way,רמות נפתלי,,#חדרבריחה_חיסולבדובאי,2,6,https://www.facebook.com/One-Way-%D7%97%D7%93%D7%A8-%D7%91%D7%A8%D7%99%D7%97%D7%94-%D7%A8%D7%9E%D7%95%D7%AA-%D7%A0%D7%A4%D7%AA%D7%9C%D7%99-297702717349004/,050-555-0105,,"בית העם, רמות נפתלי",33.101468,35.551801,http://tinyurl.com/y8r6snkf,http://tinyurl.com/ycfbzl7b,צפון | הצפון | גליל | הגליל ,,0,,,10,10,10,10,,,,,,0,,,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,301,,מרסר 112 | איינשטיין,questair | the rooms | דה רומס | דה רומז,תל אביב,,#חדרבריחה_מרסר112,2,8,http://www.questair.co.il/escape-room-mercer112,03-6964443,052-355-8226,"שפע טל 6, קומה 1, תל אביב",32.072085,34.791026,http://tinyurl.com/gmoov3v,http://tinyurl.com/le7gxnu,מרכז | המרכז | ת״א,,0,,,10,10,10,10,50,50,,,50,0,,,0,0,,0,,,1,,,,,120,120,110,105,100,100,100,,,,,,120,120,110,105,100,100,100,,,,
330,304,,המכון לבריאות הנפש | מכון לבריאות הנפש,brainscape,פתח תקווה,,#חדרבריחה_המכוןלבריאותהנפש,4,10,http://brainscape.co.il/%D7%94%D7%9E%D7%9B%D7%95%D7%9F-%D7%9C%D7%91%D7%A8%D7%99%D7%90%D7%95%D7%AA-%D7%94%D7%A0%D7%A4%D7%A9/,03-9535555,,"רח' השפלה 4, פתח תקווה",32.097125,34.861054,http://tinyurl.com/ycpa59q8,http://tinyurl.com/yccnjzbx,מרכז | המרכז | פ״ת,,0,,,10,10,,,,,1,,,0,,,0,0,,,,,,1,,,,,,120,120,110,110,100,100,,,,,,,130,130,115,115,105,105,,,
333,305,,פרצת אבטחה,brainscape,פתח תקווה,,#חדרבריחה_פרצתאבטחה,3,8,http://brainscape.co.il/%D7%A4%D7%A8%D7%A6%D7%AA-%D7%90%D7%91%D7%98%D7%97%D7%94/,03-9535556,,"רח' השפלה 4, פתח תקווה",32.097126,34.861055,http://tinyurl.com/ycpa59q8,http://tinyurl.com/yccnjzbx,מרכז | המרכז | פ״ת,,0,,,10,10,,,,,1,,,0,,,0,0,,,,,,1,,,,,120,110,110,100,100,100,,,,,,,130,120,120,105,105,105,,,,
334,306,,הקטקומבה | קטקומבה,brainscape,פתח תקווה,,#חדרבריחה_הקטקומבה,2,6,http://brainscape.co.il/%D7%94%D7%A7%D7%98%D7%A7%D7%95%D7%9E%D7%91%D7%94/,03-9535557,,"רח' השפלה 4, פתח תקווה",32.097127,34.861056,http://tinyurl.com/ycpa59q8,http://tinyurl.com/yccnjzbx,מרכז | המרכז | פ״ת,,0,,,10,10,,,,,1,,,0,,,0,0,,,,,,1,,,,120,115,110,105,100,,,,,,,,130,120,115,110,105,,,,,,
335,313,,רעש לבן,vertigo escape rooms | vertigo,תל אביב,,#חדרבריחה_רעשלבן,3,7,https://vertigotlv.com/whitenoise/,03-9600141,,"יוסף בוקסנבאום 1, תל אביב",32.066716,34.794291,http://tinyurl.com/y7mnx7qa,http://tinyurl.com/y9rlby8z,מרכז | המרכז | ת״א,,1,,,15,15,10,10,,,,,,,,1,0,1,,0,,,,1,1,1,,,110,95,95,90,90,,,,,,,,120,105,105,100,100,,,,,
336,307,,פסיכודלי | פסיכודאלי,challenge accepted,חיפה,,#חדרבריחהפסיכודלי,2,7,http://www.challengeaccepted.co.il/,052-6720023,,"יוחנן הסנדלר 8, חיפה",32.790282,35.039164,http://tinyurl.com/y7ln9qjm,http://tinyurl.com/y7ew4q2a,צפון | הצפון,,0,0,,10,10,10,10,,,,,,0,,,1,1,,0,,,,0,,,,110,100,95,90,85,80,,,,,,,120,110,105,100,95,90,,,,,
338,308,,D-Day | d day,step by step,חולון,,#חדרבריחה_dday,3,6,https://www.stepbystep.org.il/dday?utm_source=escape-bot,053-3065608,,"המשביר 6, חולון",32.015152,34.801267,http://tinyurl.com/ycydpvhs,http://tinyurl.com/ybku555j,מרכז | המרכז,,0,0,,10,10,10,10,20,20,,,,0,,,,,,,,,,,,,,,100,90,80,80,,,,,,,,,100,90,80,80,,,,,,
339,,,לילות ניו יורק,roomiqube,שדרות,,#חדרבריחה_לילותניויורק,2,6,https://www.roomiqube.com/blank-6,050-7747957,,"רומא 11, שדרות",31.520522,34.602599,http://tinyurl.com/y8kre9xh,http://tinyurl.com/y7w9zxo5,דרום | הדרום,,0,,,10,10,10,10,30,30,,,50,0,,,,1,,,,,,1,,,,110,100,90,80,80,,,,,,,,110,100,90,80,80,,,,,,
341,,,לשבור את המראה,roomiqube,שדרות,,#חדרבריחה_לשבוראתהמראה,2,6,https://www.roomiqube.com/blank-5,050-7747957,,"רומא 11, שדרות",31.520522,34.602599,http://tinyurl.com/y8kre9xh,http://tinyurl.com/y7w9zxo5,דרום | הדרום,,0,,,10,10,10,10,30,30,,,50,0,,,,1,,,,,,1,,,,110,100,90,80,80,,,,,,,,110,100,90,80,80,,,,,,
342,,,בקתת האימה,Escaperim,קרית אתא,,#חדרבריחה_בקתתהאימה,2,6,https://www.tor4you.co.il/web_site_m.asp?sid=ac0adaa6d998cef5,054-3320079,,"התעשייה 28, קרית אתא",32.801196,35.069266,http://tinyurl.com/y8vll8dp,http://tinyurl.com/y7gutulq,צפון | הצפון | חיפה,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,,,הסטודיו,brainit | בריינאיט | ברייניט,ראשון לציון,,#חדרבריחה_הסטודיו,4,12,https://brainit.co.il/room/%D7%94%D7%A1%D7%98%D7%95%D7%93%D7%99%D7%95/,077-361-0000,,"שמוטקין 19, ראשון לציון",31.976799,34.811407,http://tinyurl.com/ycb47qcn,http://tinyurl.com/yd6mb4ng,מרכז | המרכז | רשלצ | ראשלצ | רשל״צ | ראשל״צ | ראשון ,,0,,,10,10,,,,,,,,,,,,0,,1,,,,1,,,,,,100,100,93,95,85,85,75,75,75,,,,100,100,93,95,85,85,75,75,75
346,315,,הנוכלים,pink different,עפולה,,#חדרבריחה_הנוכלים,2,8,http://www.pinkdifferent.co.il/,050-4446653,,"החשמל, עפולה",32.599883,35.295080,http://tinyurl.com/y9v52493,http://tinyurl.com/y8mqhu5j,גליל,,0,,,10,10,,,20,20,,,,,,,,1,,0,1,1,,1,,,,115,110,100,95,90,85,80,,,,,,115,110,100,95,90,85,80,,,,
347,,,אפקט הפחד,escape reality games,אילת,,#חדרבריחה_אפקטהפחד,2,6,https://www.facebook.com/escapegameilat/?hc_location=ufi, 052-280-6290,,"טיילת מלון דן, אילת",29.548500,34.964550,http://tinyurl.com/y8sorffa,http://tinyurl.com/ycnhqj7n,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,,,בית הילדים הנטוש,החדר של סבתא,אפיקים,,#חדרבריחה_ביתהילדיםהנטוש,2,8,https://www.facebook.com/savtasroom/?hc_location=ufi,050-7318513,04-675-4161,קיבוץ אפיקים,32.680564,35.577730,http://tinyurl.com/y9vyk5o5,http://tinyurl.com/y9mndfdw,גליל | כינרת,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,100,100,95,88,80,68,60,,,,,,120,115,105,88,80,68,60,,,,
